person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_history_to_employment_ratio
22.0,85000.0,0,0.0,5,0,12800.0,6.54,0.0,0.15058823529411763,0,3.0,3.0
26.0,41004.0,3,2.0,3,1,3000.0,11.14,0.0,0.07316359379572725,0,2.0,0.6666666666666666
22.0,42000.0,3,6.0,0,1,3000.0,12.69,0.0,0.07142857142857142,0,2.0,0.2857142857142857
24.0,73000.0,0,9.0,1,4,25000.0,16.32,1.0,0.3424657534246575,0,2.0,0.2
23.0,85000.0,0,7.0,5,1,25000.0,10.36,0.0,0.29411764705882354,0,4.0,0.5
23.0,42000.0,3,2.0,3,0,3000.0,6.62,0.0,0.07142857142857142,0,3.0,1.0
25.0,85000.0,0,6.0,2,0,4000.0,6.54,0.0,0.047058823529411764,0,3.0,0.42857142857142855
24.0,85000.0,0,4.0,1,1,1000.0,9.99,0.0,0.011764705882352941,0,4.0,0.8
25.0,85000.0,0,0.0,1,0,14000.0,5.79,0.0,0.16470588235294117,0,2.0,2.0
24.0,85000.0,0,8.0,3,1,25000.0,10.36,0.0,0.29411764705882354,0,3.0,0.3333333333333333
22.0,36000.0,3,6.0,3,1,3000.0,11.49,1.0,0.08333333333333333,0,4.0,0.5714285714285714
23.0,85000.0,0,1.0,5,1,10000.0,10.36,0.0,0.11764705882352941,0,4.0,2.0
21.0,37000.0,2,0.0,5,2,9250.0,12.23,0.0,0.25,0,4.0,4.0
23.0,85000.0,0,0.0,1,1,7000.0,9.25,0.0,0.08235294117647059,0,4.0,4.0
26.0,85000.0,0,3.0,0,1,4000.0,9.25,0.0,0.047058823529411764,0,2.0,0.5
22.0,85000.0,0,4.0,5,0,12000.0,6.91,0.0,0.1411764705882353,0,3.0,0.6
22.0,85000.0,0,6.0,1,2,5000.0,12.61,0.0,0.058823529411764705,0,2.0,0.2857142857142857
22.0,42000.0,3,6.0,4,1,3000.0,11.49,0.0,0.07142857142857142,0,2.0,0.2857142857142857
22.0,36000.0,3,1.0,2,1,3000.0,10.37,1.0,0.08333333333333333,0,3.0,1.5
24.0,85000.0,2,8.0,5,0,22000.0,6.54,0.0,0.25882352941176473,0,4.0,0.4444444444444444
23.0,37000.0,2,6.0,3,0,1125.0,5.79,0.0,0.030405405405405407,0,3.0,0.42857142857142855
25.0,85000.0,0,4.0,2,0,5000.0,6.17,0.0,0.058823529411764705,0,2.0,0.4
23.0,85000.0,2,4.0,1,2,9600.0,13.61,0.0,0.11294117647058824,0,3.0,0.6
21.0,37000.0,2,3.0,1,2,7200.0,13.61,0.0,0.1945945945945946,0,4.0,1.0
23.0,36000.0,3,0.0,4,2,3000.0,10.99,1.0,0.08333333333333333,0,4.0,4.0
25.0,62050.0,0,4.0,3,3,5400.0,15.21,1.0,0.08702659145850121,1,3.0,0.6
24.0,85000.0,0,1.0,0,0,12000.0,7.88,0.0,0.1411764705882353,0,3.0,1.5
22.0,85000.0,0,2.0,5,0,6000.0,7.88,0.0,0.07058823529411765,0,2.0,0.6666666666666666
23.0,85000.0,0,6.0,4,1,25000.0,10.75,0.0,0.29411764705882354,0,4.0,0.5714285714285714
24.0,85000.0,0,2.0,4,0,8000.0,10.99,0.0,0.09411764705882353,0,4.0,1.3333333333333333
25.0,37000.0,2,6.0,3,1,9000.0,10.25,0.0,0.24324324324324326,0,3.0,0.42857142857142855
24.0,85000.0,0,4.0,3,1,2500.0,10.38,0.0,0.029411764705882353,0,4.0,0.8
23.0,85000.0,0,8.0,0,2,5000.0,14.35,0.0,0.058823529411764705,1,2.0,0.2222222222222222
25.0,85000.0,0,7.0,4,0,2000.0,10.99,0.0,0.023529411764705882,0,2.0,0.25
23.0,42000.0,3,5.0,1,4,3000.0,17.93,0.0,0.07142857142857142,1,2.0,0.3333333333333333
24.0,42000.0,3,0.0,3,2,3000.0,12.73,0.0,0.07142857142857142,0,4.0,4.0
24.0,85000.0,0,4.0,3,1,7750.0,11.12,0.0,0.09117647058823529,0,4.0,0.8
25.0,85000.0,0,9.0,5,0,4000.0,7.88,0.0,0.047058823529411764,0,2.0,0.2
24.0,85000.0,0,3.0,2,0,12000.0,7.51,0.0,0.1411764705882353,0,4.0,1.0
26.0,42000.0,3,10.0,3,1,3000.0,11.83,0.0,0.07142857142857142,0,2.0,0.18181818181818182
25.0,85000.0,0,5.0,2,2,9600.0,13.85,0.0,0.11294117647058824,1,4.0,0.6666666666666666
23.0,85000.0,0,3.0,1,0,4000.0,6.76,0.0,0.047058823529411764,0,4.0,1.0
26.0,85000.0,0,1.0,2,2,15000.0,12.73,0.0,0.17647058823529413,1,4.0,2.0
23.0,85000.0,0,3.0,1,2,20000.0,10.99,0.0,0.23529411764705882,1,4.0,1.0
25.0,85000.0,0,5.0,5,1,18000.0,9.88,0.0,0.21176470588235294,0,3.0,0.5
24.0,85000.0,0,2.0,2,1,7500.0,10.99,0.0,0.08823529411764706,0,2.0,0.6666666666666666
23.0,85000.0,0,5.0,1,0,8000.0,7.14,0.0,0.09411764705882353,0,2.0,0.3333333333333333
26.0,85000.0,0,8.0,3,0,15000.0,7.88,0.0,0.17647058823529413,0,4.0,0.4444444444444444
26.0,85000.0,0,4.0,1,1,6000.0,9.88,0.0,0.07058823529411765,0,3.0,0.6
21.0,85000.0,0,5.0,1,1,25000.0,10.99,0.0,0.29411764705882354,0,2.0,0.3333333333333333
23.0,36000.0,3,0.0,1,2,3000.0,12.29,1.0,0.08333333333333333,0,2.0,2.0
22.0,42224.0,3,6.0,0,2,3000.0,13.48,0.0,0.07104964001515726,1,2.0,0.2857142857142857
23.0,85000.0,2,3.0,3,3,15000.0,15.33,0.0,0.17647058823529413,1,2.0,0.5
25.0,42264.0,3,3.0,0,1,3000.0,10.71,0.0,0.0709823963657013,0,2.0,0.5
24.0,36708.0,3,2.0,2,3,3000.0,15.33,1.0,0.08172605426610004,1,3.0,1.0
24.0,85000.0,0,4.0,0,1,15000.0,9.88,0.0,0.17647058823529413,0,3.0,0.6
22.0,85000.0,0,0.0,5,1,12000.0,10.99,0.0,0.1411764705882353,0,3.0,3.0
23.0,74000.0,3,6.0,3,1,12000.0,12.53,0.0,0.16216216216216217,0,4.0,0.5714285714285714
25.0,68500.0,3,4.0,1,2,12000.0,13.16,1.0,0.17518248175182483,1,2.0,0.4
25.0,85000.0,0,9.0,5,2,7200.0,13.57,0.0,0.08470588235294117,0,3.0,0.3
22.0,85000.0,0,7.0,1,0,11700.0,8.59,0.0,0.1376470588235294,0,3.0,0.375
23.0,74706.0,3,4.0,0,1,12000.0,11.58,0.0,0.16062966829973496,0,3.0,0.6
22.0,85000.0,0,1.0,1,1,18000.0,12.18,0.0,0.21176470588235294,0,4.0,2.0
23.0,75000.0,3,3.0,1,2,12000.0,14.27,0.0,0.16,1,2.0,0.5
26.0,85000.0,2,10.0,1,1,10000.0,12.18,0.0,0.11764705882352941,0,2.0,0.18181818181818182
23.0,75000.0,3,4.0,3,0,12000.0,6.03,0.0,0.16,0,3.0,0.6
22.0,75000.0,3,6.0,4,2,12000.0,13.49,0.0,0.16,0,2.0,0.2857142857142857
24.0,75000.0,3,0.0,5,0,12000.0,6.62,0.0,0.16,0,2.0,2.0
24.0,75000.0,3,8.0,4,3,12000.0,10.99,0.0,0.16,0,4.0,0.4444444444444444
22.0,75000.0,3,4.0,4,1,12000.0,11.49,0.0,0.16,0,3.0,0.6
24.0,85000.0,0,1.0,0,0,4400.0,7.4,0.0,0.05176470588235294,0,2.0,1.0
26.0,85000.0,0,2.0,3,1,8000.0,11.14,0.0,0.09411764705882353,0,3.0,1.0
22.0,75000.0,3,6.0,5,1,12000.0,10.74,0.0,0.16,0,3.0,0.42857142857142855
26.0,75000.0,3,4.0,5,1,12000.0,10.37,0.0,0.16,0,4.0,0.8
23.0,69000.0,3,5.0,5,2,12000.0,12.68,1.0,0.17391304347826086,0,3.0,0.5
25.0,85000.0,0,4.0,5,2,20000.0,13.92,0.0,0.23529411764705882,0,3.0,0.6
22.0,75000.0,3,6.0,5,0,12000.0,10.99,0.0,0.16,0,3.0,0.42857142857142855
24.0,85000.0,0,5.0,2,1,12000.0,11.14,0.0,0.1411764705882353,0,3.0,0.5
22.0,75000.0,3,6.0,1,0,12000.0,10.99,0.0,0.16,0,2.0,0.2857142857142857
23.0,85000.0,0,7.0,1,2,20000.0,13.22,0.0,0.23529411764705882,1,4.0,0.5
21.0,36662.0,2,4.0,5,1,18000.0,10.25,0.0,0.4909715782008619,0,4.0,0.8
23.0,75000.0,3,2.0,4,2,12000.0,12.98,0.0,0.16,1,2.0,0.6666666666666666
26.0,75000.0,3,0.0,3,1,12000.0,10.38,0.0,0.16,0,3.0,3.0
24.0,75000.0,3,7.0,4,2,12000.0,10.99,0.0,0.16,1,3.0,0.375
23.0,73000.0,1,1.0,4,5,25000.0,17.9,1.0,0.3424657534246575,0,2.0,1.0
25.0,85000.0,0,9.0,4,0,1000.0,9.32,0.0,0.011764705882352941,0,2.0,0.2
23.0,75000.0,3,7.0,4,1,12000.0,12.53,0.0,0.16,0,3.0,0.375
22.0,62050.0,0,1.0,3,3,6000.0,14.74,1.0,0.09669621273166801,0,2.0,1.0
24.0,69000.0,3,2.0,0,1,12000.0,10.2,1.0,0.17391304347826086,0,4.0,1.3333333333333333
21.0,75000.0,3,5.0,4,2,12000.0,12.09,0.0,0.16,1,2.0,0.3333333333333333
23.0,85000.0,0,1.0,4,2,15000.0,12.84,0.0,0.17647058823529413,0,3.0,1.5
22.0,76000.0,3,4.0,1,0,12000.0,7.9,0.0,0.15789473684210525,0,4.0,0.8
22.0,85000.0,0,1.0,3,2,25000.0,12.53,0.0,0.29411764705882354,0,4.0,2.0
26.0,77000.0,3,2.0,0,1,12000.0,11.71,0.0,0.15584415584415584,0,2.0,0.6666666666666666
24.0,73000.0,0,8.0,2,2,9325.0,12.53,1.0,0.12773972602739725,0,2.0,0.2222222222222222
25.0,85000.0,2,1.0,2,2,5000.0,13.79,0.0,0.058823529411764705,1,2.0,1.0
24.0,77000.0,3,6.0,3,1,12000.0,11.49,0.0,0.15584415584415584,0,4.0,0.5714285714285714
26.0,78000.0,3,4.0,0,0,12000.0,7.14,0.0,0.15384615384615385,0,2.0,0.4
25.0,78000.0,3,6.0,2,1,12000.0,12.53,0.0,0.15384615384615385,0,2.0,0.2857142857142857
25.0,78500.0,3,2.0,3,1,12000.0,10.99,0.0,0.15286624203821655,0,2.0,0.6666666666666666
26.0,85000.0,0,10.0,2,2,4800.0,11.59,0.0,0.05647058823529412,1,2.0,0.18181818181818182
25.0,85000.0,0,5.0,0,2,7500.0,11.03,0.0,0.08823529411764706,1,3.0,0.5
23.0,85000.0,0,7.0,0,0,7000.0,8.63,0.0,0.08235294117647059,0,2.0,0.25
23.0,73500.0,3,1.0,5,2,12000.0,12.99,1.0,0.16326530612244897,0,2.0,1.0
24.0,80000.0,3,5.0,5,1,12000.0,9.91,0.0,0.15,0,2.0,0.3333333333333333
23.0,85000.0,0,6.0,1,3,9000.0,12.36,0.0,0.10588235294117647,1,2.0,0.2857142857142857
25.0,73000.0,0,8.0,4,3,20000.0,13.12,1.0,0.273972602739726,1,4.0,0.4444444444444444
26.0,85000.0,0,8.0,1,3,8500.0,10.99,0.0,0.1,0,4.0,0.4444444444444444
23.0,85000.0,0,7.0,1,0,5275.0,7.43,0.0,0.062058823529411763,0,3.0,0.375
24.0,80000.0,3,5.0,3,1,12000.0,12.69,0.0,0.15,0,2.0,0.3333333333333333
26.0,73008.0,0,4.0,0,4,15000.0,15.68,1.0,0.205456936226167,1,3.0,0.6
25.0,85100.0,0,9.0,4,0,4500.0,6.39,0.0,0.052878965922444184,0,3.0,0.3
26.0,85200.0,0,10.0,2,0,8000.0,6.03,0.0,0.09389671361502347,0,4.0,0.36363636363636365
22.0,80000.0,3,2.0,1,1,12000.0,11.71,0.0,0.15,0,4.0,1.3333333333333333
25.0,73248.0,0,5.0,2,1,12000.0,11.11,1.0,0.16382699868938402,0,4.0,0.6666666666666666
21.0,36184.0,2,2.0,4,1,12000.0,9.99,0.0,0.33163829316825116,0,4.0,1.3333333333333333
23.0,80000.0,3,5.0,3,1,12000.0,12.42,0.0,0.15,0,2.0,0.3333333333333333
23.0,80000.0,3,1.0,3,0,12000.0,6.62,0.0,0.15,0,4.0,2.0
25.0,80000.0,3,6.0,1,2,12000.0,12.99,0.0,0.15,0,3.0,0.42857142857142855
24.0,62900.0,3,8.0,3,3,12000.0,15.62,1.0,0.1907790143084261,1,2.0,0.2222222222222222
22.0,85500.0,0,3.0,5,3,18000.0,10.99,0.0,0.21052631578947367,0,4.0,1.0
23.0,80000.0,3,3.0,5,1,12000.0,10.59,0.0,0.15,0,4.0,1.0
24.0,85500.0,0,8.0,1,1,20675.0,10.0,0.0,0.24181286549707603,0,2.0,0.2222222222222222
24.0,85500.0,0,3.0,2,1,12000.0,11.49,0.0,0.14035087719298245,0,4.0,1.0
23.0,85596.0,0,5.0,1,1,6000.0,10.0,0.0,0.07009673349221926,0,3.0,0.5
24.0,80000.0,3,2.0,4,2,12000.0,13.61,0.0,0.15,1,3.0,1.0
21.0,85800.0,0,5.0,5,1,18900.0,10.99,0.0,0.2202797202797203,0,2.0,0.3333333333333333
26.0,85900.0,0,7.0,1,1,20000.0,10.99,0.0,0.23282887077997672,0,4.0,0.5
20.0,85920.0,0,3.0,0,0,12000.0,8.49,0.0,0.13966480446927373,0,2.0,0.5
23.0,62900.0,3,2.0,3,3,12000.0,14.96,1.0,0.1907790143084261,0,4.0,1.3333333333333333
26.0,80000.0,3,10.0,5,1,12000.0,11.83,0.0,0.15,0,3.0,0.2727272727272727
22.0,86000.0,0,4.0,4,0,24000.0,7.51,0.0,0.27906976744186046,0,2.0,0.4
23.0,86000.0,0,2.0,4,0,15000.0,6.03,0.0,0.1744186046511628,0,2.0,0.6666666666666666
23.0,86000.0,0,4.0,5,0,10000.0,10.99,0.0,0.11627906976744186,0,3.0,0.6
22.0,80000.0,3,0.0,1,2,12000.0,13.47,0.0,0.15,0,3.0,3.0
25.0,74000.0,3,0.0,5,3,12000.0,14.11,1.0,0.16216216216216217,1,2.0,2.0
23.0,86000.0,0,5.0,1,0,21000.0,8.9,0.0,0.2441860465116279,0,4.0,0.6666666666666666
24.0,80004.0,3,1.0,5,0,12000.0,7.29,0.0,0.14999250037498124,0,3.0,1.5
25.0,80004.0,3,4.0,2,1,12000.0,10.36,0.0,0.14999250037498124,0,3.0,0.6
21.0,86000.0,0,3.0,5,0,8400.0,10.99,0.0,0.09767441860465116,0,4.0,1.0
22.0,86000.0,0,6.0,1,1,10000.0,11.49,0.0,0.11627906976744186,0,2.0,0.2857142857142857
23.0,80800.0,3,6.0,4,0,12000.0,8.9,0.0,0.1485148514851485,0,3.0,0.42857142857142855
23.0,81000.0,3,5.0,4,3,12000.0,16.29,0.0,0.14814814814814814,1,4.0,0.6666666666666666
25.0,86000.0,0,10.0,5,0,13000.0,8.49,0.0,0.1511627906976744,0,4.0,0.36363636363636365
24.0,36000.0,2,4.0,4,2,5000.0,13.49,0.0,0.1388888888888889,1,4.0,0.8
25.0,86000.0,0,3.0,1,0,8000.0,7.29,0.0,0.09302325581395349,0,2.0,0.5
21.0,82000.0,3,4.0,5,3,12000.0,15.21,0.0,0.14634146341463414,0,4.0,0.8
22.0,82000.0,3,6.0,1,3,12000.0,13.55,0.0,0.14634146341463414,0,4.0,0.5714285714285714
24.0,86000.0,0,8.0,1,0,15000.0,5.79,0.0,0.1744186046511628,0,3.0,0.3333333333333333
26.0,86000.0,0,10.0,5,1,5000.0,11.12,0.0,0.05813953488372093,0,2.0,0.18181818181818182
24.0,86000.0,0,8.0,2,1,16000.0,11.12,0.0,0.18604651162790697,0,3.0,0.3333333333333333
25.0,82560.0,3,1.0,1,1,12000.0,10.99,0.0,0.14534883720930233,0,3.0,1.5
26.0,86000.0,0,11.0,0,1,9250.0,11.12,0.0,0.10755813953488372,0,4.0,0.3333333333333333
26.0,82700.0,3,3.0,2,0,12000.0,6.91,0.0,0.14510278113663846,0,4.0,1.0
23.0,83000.0,3,0.0,5,0,12000.0,7.51,0.0,0.14457831325301204,0,3.0,3.0
22.0,86000.0,0,6.0,1,1,25000.0,11.83,0.0,0.29069767441860467,0,4.0,0.5714285714285714
22.0,86000.0,0,6.0,0,0,10000.0,8.94,0.0,0.11627906976744186,0,4.0,0.5714285714285714
26.0,86000.0,0,4.0,5,2,16000.0,14.26,0.0,0.18604651162790697,0,4.0,0.8
23.0,86000.0,0,4.0,3,1,25000.0,10.99,0.0,0.29069767441860467,0,3.0,0.6
22.0,36000.0,2,4.0,5,0,6000.0,8.9,0.0,0.16666666666666666,0,3.0,0.6
22.0,83000.0,3,6.0,0,1,12000.0,11.71,0.0,0.14457831325301204,0,4.0,0.5714285714285714
26.0,83000.0,3,1.0,0,1,12000.0,9.99,0.0,0.14457831325301204,0,3.0,1.5
24.0,62900.0,0,8.0,3,5,14000.0,17.58,1.0,0.22257551669316375,0,4.0,0.4444444444444444
23.0,86000.0,0,5.0,4,1,16000.0,12.21,0.0,0.18604651162790697,0,3.0,0.5
24.0,83004.0,3,4.0,4,2,12000.0,13.23,0.0,0.14457134595923088,1,3.0,0.6
24.0,86000.0,0,3.0,5,2,15000.0,13.16,0.0,0.1744186046511628,0,3.0,0.75
25.0,62903.0,0,9.0,3,1,3000.0,10.65,1.0,0.04769247889607809,0,2.0,0.2
24.0,74004.0,0,8.0,0,3,8000.0,15.21,1.0,0.10810226474244636,0,3.0,0.3333333333333333
26.0,84000.0,3,10.0,1,1,12000.0,10.99,0.0,0.14285714285714285,0,2.0,0.18181818181818182
24.0,84000.0,3,1.0,4,0,12000.0,6.91,0.0,0.14285714285714285,0,2.0,1.0
25.0,86244.0,0,4.0,1,1,8000.0,11.71,0.0,0.09276007606326238,0,4.0,0.8
23.0,78000.0,3,1.0,2,3,12000.0,14.96,1.0,0.15384615384615385,0,4.0,2.0
23.0,86250.0,0,5.0,5,0,20000.0,6.91,0.0,0.2318840579710145,0,2.0,0.3333333333333333
24.0,86376.0,0,2.0,3,0,20000.0,7.29,0.0,0.23154579975919237,0,3.0,1.0
24.0,86400.0,0,8.0,4,2,16200.0,10.99,0.0,0.1875,0,4.0,0.4444444444444444
22.0,78996.0,3,1.0,0,3,12000.0,15.95,1.0,0.15190642564180465,1,3.0,1.5
25.0,85000.0,3,5.0,0,1,12000.0,12.42,0.0,0.1411764705882353,0,4.0,0.6666666666666666
23.0,74400.0,0,3.0,2,0,9000.0,7.66,1.0,0.12096774193548387,0,2.0,0.5
24.0,86400.0,0,2.0,0,0,12200.0,7.29,0.0,0.1412037037037037,0,3.0,1.0
22.0,86400.0,0,6.0,4,2,24000.0,13.85,0.0,0.2777777777777778,0,2.0,0.2857142857142857
23.0,86400.0,2,0.0,1,3,16000.0,11.86,0.0,0.18518518518518517,0,3.0,3.0
23.0,86500.0,0,7.0,5,0,14000.0,7.29,0.0,0.16184971098265896,0,3.0,0.375
26.0,86604.0,0,5.0,2,0,4300.0,7.66,0.0,0.04965128631471987,0,2.0,0.3333333333333333
24.0,86610.0,0,7.0,1,2,8750.0,12.72,0.0,0.10102759496593927,1,2.0,0.25
23.0,86670.0,0,4.0,4,1,20000.0,12.53,0.0,0.23076035537094727,0,2.0,0.4
25.0,85000.0,3,1.0,1,0,12000.0,10.99,0.0,0.1411764705882353,0,2.0,1.0
23.0,86748.0,0,2.0,4,0,10000.0,8.49,0.0,0.11527643288606078,0,4.0,1.3333333333333333
23.0,63719.0,0,0.0,3,0,3500.0,7.9,1.0,0.05492867119697421,0,3.0,3.0
24.0,87000.0,0,6.0,4,1,6000.0,10.65,0.0,0.06896551724137931,0,4.0,0.5714285714285714
24.0,87000.0,0,1.0,5,0,4000.0,6.03,0.0,0.04597701149425287,0,2.0,1.0
24.0,63750.0,0,8.0,3,3,35000.0,10.99,1.0,0.5490196078431373,0,3.0,0.3333333333333333
23.0,85000.0,3,0.0,4,1,12000.0,10.37,0.0,0.1411764705882353,0,4.0,4.0
23.0,87000.0,0,7.0,3,0,17000.0,7.51,0.0,0.19540229885057472,0,3.0,0.375
23.0,85000.0,3,3.0,3,0,12000.0,10.99,0.0,0.1411764705882353,0,2.0,0.5
22.0,75000.0,0,6.0,4,3,8000.0,15.99,1.0,0.10666666666666667,0,4.0,0.5714285714285714
23.0,87000.0,0,7.0,1,0,8000.0,5.99,0.0,0.09195402298850575,0,4.0,0.5
25.0,73000.0,3,2.0,5,4,12000.0,10.99,1.0,0.1643835616438356,0,2.0,0.6666666666666666
22.0,87000.0,0,7.0,0,0,1750.0,7.49,0.0,0.020114942528735632,0,4.0,0.5
23.0,75000.0,0,7.0,4,0,8000.0,7.49,1.0,0.10666666666666667,0,4.0,0.5
24.0,87000.0,0,7.0,5,1,15000.0,10.99,0.0,0.1724137931034483,0,2.0,0.25
26.0,87000.0,0,10.0,0,1,10000.0,9.99,0.0,0.11494252873563218,0,3.0,0.2727272727272727
22.0,87000.0,0,6.0,4,0,11200.0,8.49,0.0,0.12873563218390804,0,4.0,0.5714285714285714
22.0,85000.0,3,1.0,1,2,12000.0,12.84,0.0,0.1411764705882353,1,4.0,2.0
23.0,85000.0,3,1.0,3,0,12000.0,9.63,0.0,0.1411764705882353,0,2.0,1.0
23.0,85000.0,3,2.0,5,2,12000.0,13.16,0.0,0.1411764705882353,1,4.0,1.3333333333333333
22.0,87000.0,0,0.0,5,0,8000.0,5.79,0.0,0.09195402298850575,0,3.0,3.0
21.0,85000.0,3,1.0,5,2,12000.0,11.97,0.0,0.1411764705882353,0,2.0,1.0
23.0,87000.0,0,5.0,1,0,10000.0,7.29,0.0,0.11494252873563218,0,4.0,0.6666666666666666
24.0,86000.0,3,1.0,2,1,12000.0,10.65,0.0,0.13953488372093023,0,3.0,1.5
24.0,87000.0,0,5.0,3,1,10000.0,10.36,0.0,0.11494252873563218,0,3.0,0.5
26.0,86004.0,3,0.0,1,2,12000.0,12.99,0.0,0.13952839402818473,0,2.0,2.0
25.0,87000.0,0,10.0,2,0,7000.0,7.51,0.0,0.08045977011494253,0,4.0,0.36363636363636365
23.0,87000.0,0,5.0,0,2,15000.0,14.35,0.0,0.1724137931034483,0,2.0,0.3333333333333333
24.0,87000.0,3,0.0,5,1,12000.0,8.88,0.0,0.13793103448275862,0,3.0,3.0
24.0,87500.0,3,9.0,0,2,12000.0,12.68,0.0,0.13714285714285715,1,4.0,0.4
23.0,87000.0,0,0.0,1,2,12000.0,12.73,0.0,0.13793103448275862,1,2.0,2.0
26.0,88000.0,3,10.0,4,1,12000.0,12.42,0.0,0.13636363636363635,0,2.0,0.18181818181818182
22.0,87000.0,0,6.0,1,1,1500.0,10.99,0.0,0.017241379310344827,0,4.0,0.5714285714285714
26.0,87000.0,0,9.0,0,2,25000.0,12.73,0.0,0.28735632183908044,0,2.0,0.2
26.0,87000.0,0,0.0,0,1,15000.0,10.62,0.0,0.1724137931034483,0,2.0,2.0
24.0,87000.0,0,7.0,2,1,25000.0,10.99,0.0,0.28735632183908044,0,2.0,0.25
24.0,87000.0,0,0.0,2,0,12000.0,8.59,0.0,0.13793103448275862,0,3.0,3.0
22.0,36000.0,2,6.0,1,1,14500.0,10.99,0.0,0.4027777777777778,0,3.0,0.42857142857142855
23.0,87000.0,0,2.0,4,3,25000.0,14.96,0.0,0.28735632183908044,1,2.0,0.6666666666666666
24.0,36000.0,2,0.0,3,3,12000.0,10.99,0.0,0.3333333333333333,1,3.0,3.0
23.0,63750.0,0,2.0,3,2,15000.0,12.87,1.0,0.23529411764705882,0,4.0,1.3333333333333333
25.0,87000.0,2,5.0,1,3,5500.0,14.61,0.0,0.06321839080459771,0,2.0,0.3333333333333333
22.0,87000.0,2,4.0,1,0,10000.0,8.59,0.0,0.11494252873563218,0,3.0,0.6
25.0,87000.0,0,4.0,3,1,13000.0,11.26,0.0,0.14942528735632185,0,3.0,0.6
23.0,87000.0,0,4.0,1,2,10000.0,10.99,0.0,0.11494252873563218,0,4.0,0.8
26.0,87000.0,0,10.0,5,1,1000.0,11.89,0.0,0.011494252873563218,0,3.0,0.2727272727272727
22.0,87000.0,0,0.0,4,1,8000.0,12.21,0.0,0.09195402298850575,0,4.0,4.0
24.0,36000.0,2,0.0,5,2,4000.0,13.06,0.0,0.1111111111111111,1,3.0,3.0
24.0,90000.0,3,4.0,4,1,12000.0,9.91,0.0,0.13333333333333333,0,2.0,0.4
23.0,87000.0,0,7.0,1,0,3500.0,9.32,0.0,0.040229885057471264,0,3.0,0.375
26.0,87000.0,0,1.0,2,3,15000.0,14.74,0.0,0.1724137931034483,1,3.0,1.5
23.0,87000.0,0,0.0,4,2,7500.0,11.28,0.0,0.08620689655172414,1,2.0,2.0
26.0,90000.0,3,4.0,1,0,12000.0,10.99,0.0,0.13333333333333333,0,3.0,0.6
23.0,90000.0,3,0.0,3,0,12000.0,8.9,0.0,0.13333333333333333,0,3.0,3.0
23.0,36000.0,2,4.0,1,0,5500.0,5.42,0.0,0.1527777777777778,0,2.0,0.4
23.0,87200.0,0,0.0,5,0,10000.0,6.92,0.0,0.11467889908256881,0,3.0,3.0
24.0,87278.0,0,3.0,5,0,12000.0,5.42,0.0,0.13749169321020188,0,2.0,0.5
26.0,87292.0,0,5.0,3,0,9600.0,5.99,0.0,0.10997571369655867,0,4.0,0.6666666666666666
26.0,87300.0,0,0.0,5,2,6000.0,10.28,0.0,0.06872852233676977,1,4.0,4.0
22.0,90000.0,3,6.0,4,1,12000.0,12.42,0.0,0.13333333333333333,0,4.0,0.5714285714285714
23.0,36000.0,2,7.0,5,3,8000.0,15.65,0.0,0.2222222222222222,0,4.0,0.5
21.0,87500.0,2,5.0,1,2,12000.0,10.99,0.0,0.13714285714285715,0,2.0,0.3333333333333333
25.0,78000.0,3,0.0,4,3,12000.0,14.09,1.0,0.15384615384615385,1,3.0,3.0
22.0,90000.0,3,7.0,5,0,12000.0,5.79,0.0,0.13333333333333333,0,2.0,0.25
22.0,90000.0,3,6.0,5,1,12000.0,10.99,0.0,0.13333333333333333,0,4.0,0.5714285714285714
24.0,87500.0,0,8.0,3,0,10000.0,6.17,0.0,0.11428571428571428,0,4.0,0.4444444444444444
21.0,87500.0,0,5.0,4,2,25000.0,13.98,0.0,0.2857142857142857,1,3.0,0.5
23.0,87500.0,0,2.0,4,1,1600.0,9.88,0.0,0.018285714285714287,0,2.0,0.6666666666666666
26.0,87500.0,1,3.0,5,3,7500.0,15.05,0.0,0.08571428571428572,1,2.0,0.5
24.0,87504.0,2,9.0,5,1,7000.0,8.88,0.0,0.07999634302431889,0,3.0,0.3
21.0,87547.0,0,2.0,1,0,12000.0,5.99,0.0,0.137069231384285,0,2.0,0.6666666666666666
24.0,87550.0,0,5.0,1,1,3600.0,11.86,0.0,0.041119360365505425,0,4.0,0.6666666666666666
24.0,87600.0,0,8.0,5,2,10000.0,13.49,0.0,0.1141552511415525,1,3.0,0.3333333333333333
24.0,87600.0,0,8.0,1,0,3000.0,5.99,0.0,0.03424657534246575,0,2.0,0.2222222222222222
23.0,87600.0,0,7.0,3,2,20000.0,13.35,0.0,0.228310502283105,1,4.0,0.5
24.0,87663.0,0,5.0,2,1,14400.0,10.99,0.0,0.16426542555011805,0,2.0,0.3333333333333333
24.0,87700.0,0,8.0,2,1,25000.0,10.25,0.0,0.28506271379703535,0,4.0,0.4444444444444444
26.0,87800.0,0,5.0,1,0,12000.0,5.79,0.0,0.1366742596810934,0,4.0,0.6666666666666666
24.0,87996.0,0,1.0,4,1,7000.0,11.99,0.0,0.07954907041229146,0,4.0,2.0
